date,Open,High,Low,Close,Volume
01.03.2018 00:00:00.000,1.21915,1.21938,1.21834,1.21892,7363.27
01.03.2018 01:00:00.000,1.21892,1.21925,1.21840,1.21915,6838.8599
01.03.2018 02:00:00.000,1.21915,1.21941,1.21862,1.21898,5444.1699
01.03.2018 03:00:00.000,1.21898,1.21983,1.21889,1.21956,4877.0601
01.03.2018 04:00:00.000,1.21956,1.21961,1.21897,1.21936,4677.5801
01.03.2018 05:00:00.000,1.21936,1.21970,1.21904,1.21925,6170.4399
01.03.2018 06:00:00.000,1.21925,1.22061,1.21876,1.22054,8314.8301
01.03.2018 07:00:00.000,1.22055,1.22131,1.21998,1.22002,13965.5996
01.03.2018 08:00:00.000,1.22004,1.22057,1.21910,1.21970,13826.3799
01.03.2018 09:00:00.000,1.21970,1.21973,1.21799,1.21814,12557.4297
01.03.2018 10:00:00.000,1.21814,1.21959,1.21798,1.21878,12705.0498
01.03.2018 11:00:00.000,1.21876,1.21903,1.21801,1.21847,10003.25
01.03.2018 12:00:00.000,1.21846,1.21886,1.21646,1.21687,12647.4805
01.03.2018 13:00:00.000,1.21694,1.21878,1.21627,1.21872,13160.5801
01.03.2018 14:00:00.000,1.21873,1.21918,1.21647,1.21725,16615.2305
01.03.2018 15:00:00.000,1.21725,1.22055,1.21546,1.21763,25038.5898
01.03.2018 16:00:00.000,1.21762,1.22222,1.21716,1.22153,20318.0898
01.03.2018 17:00:00.000,1.22152,1.22201,1.22050,1.22121,17473.8008
01.03.2018 18:00:00.000,1.22121,1.22170,1.21865,1.21971,17170.6406
01.03.2018 19:00:00.000,1.21970,1.22583,1.21960,1.22551,21009.5703
01.03.2018 20:00:00.000,1.22549,1.22730,1.22522,1.22626,19214.8301
01.03.2018 21:00:00.000,1.22625,1.22701,1.22599,1.22671,5763.8398
01.03.2018 22:00:00.000,1.22658,1.22747,1.22621,1.22743,2868.53
01.03.2018 23:00:00.000,1.22743,1.22743,1.22659,1.22710,3926.72
02.03.2018 00:00:00.000,1.22709,1.22750,1.22618,1.22734,8087.1201
02.03.2018 01:00:00.000,1.22732,1.22805,1.22670,1.22742,8395.5195
02.03.2018 02:00:00.000,1.22745,1.22765,1.22697,1.22730,8458.5195
02.03.2018 03:00:00.000,1.22729,1.22813,1.22720,1.22801,6845.2402
02.03.2018 04:00:00.000,1.22801,1.22876,1.22780,1.22781,6302.7598
02.03.2018 05:00:00.000,1.22780,1.22853,1.22743,1.22790,7034.02
02.03.2018 06:00:00.000,1.22790,1.22794,1.22619,1.22628,10048.25
02.03.2018 07:00:00.000,1.22627,1.22669,1.22514,1.22631,14115.1201
02.03.2018 08:00:00.000,1.22630,1.22786,1.22544,1.22741,14652.0898
02.03.2018 09:00:00.000,1.22742,1.22818,1.22622,1.22760,12882.6904
02.03.2018 10:00:00.000,1.22759,1.22981,1.22745,1.22904,13698.1201
02.03.2018 11:00:00.000,1.22904,1.23225,1.22888,1.23039,15836.1602
02.03.2018 12:00:00.000,1.23040,1.23226,1.23038,1.23080,15284.2598
02.03.2018 13:00:00.000,1.23082,1.23200,1.22940,1.23089,15989.9297
02.03.2018 14:00:00.000,1.23089,1.23154,1.22970,1.23136,17986.2207
02.03.2018 15:00:00.000,1.23136,1.23326,1.23082,1.23091,20706.0293
02.03.2018 16:00:00.000,1.23092,1.23232,1.23041,1.23144,16766.0898
02.03.2018 17:00:00.000,1.23145,1.23201,1.23042,1.23122,12947.0898
02.03.2018 18:00:00.000,1.23121,1.23237,1.23120,1.23215,11850.7998
02.03.2018 19:00:00.000,1.23216,1.23309,1.23201,1.23307,10659.5703
02.03.2018 20:00:00.000,1.23316,1.23358,1.23235,1.23309,10522.8799
02.03.2018 21:00:00.000,1.23306,1.23312,1.23172,1.23186,5844.6099
02.03.2018 22:00:00.000,1.23186,1.23186,1.23186,1.23186,0
02.03.2018 23:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 00:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 01:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 02:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 03:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 04:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 05:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 06:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 07:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 08:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 09:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 10:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 11:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 12:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 13:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 14:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 15:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 16:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 17:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 18:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 19:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 20:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 21:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 22:00:00.000,1.23186,1.23186,1.23186,1.23186,0
03.03.2018 23:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 00:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 01:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 02:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 03:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 04:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 05:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 06:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 07:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 08:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 09:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 10:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 11:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 12:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 13:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 14:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 15:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 16:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 17:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 18:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 19:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 20:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 21:00:00.000,1.23186,1.23186,1.23186,1.23186,0
04.03.2018 22:00:00.000,1.23248,1.23641,1.23248,1.23458,6467.71
04.03.2018 23:00:00.000,1.23457,1.23473,1.22995,1.23176,10950.4102
05.03.2018 00:00:00.000,1.23176,1.23378,1.23161,1.23324,10156.2803
05.03.2018 01:00:00.000,1.23323,1.23370,1.23282,1.23298,6312.7998
05.03.2018 02:00:00.000,1.23299,1.23305,1.23196,1.23216,6668.46
05.03.2018 03:00:00.000,1.23216,1.23281,1.23161,1.23268,6367.4102
05.03.2018 04:00:00.000,1.23269,1.23275,1.23192,1.23215,5303.8198
05.03.2018 05:00:00.000,1.23214,1.23259,1.23123,1.23188,6610.1001
05.03.2018 06:00:00.000,1.23188,1.23208,1.22869,1.22912,10219.7803
05.03.2018 07:00:00.000,1.22911,1.22972,1.22688,1.22847,16958.2207
05.03.2018 08:00:00.000,1.22846,1.23332,1.22824,1.23242,17276.1504
05.03.2018 09:00:00.000,1.23240,1.23343,1.23116,1.23219,13989.4102
05.03.2018 10:00:00.000,1.23220,1.23316,1.23067,1.23135,12185.0195
05.03.2018 11:00:00.000,1.23134,1.23159,1.22951,1.23011,11120.04
05.03.2018 12:00:00.000,1.23016,1.23060,1.22840,1.22977,11168.21
05.03.2018 13:00:00.000,1.22970,1.23124,1.22928,1.23081,12795.7197
05.03.2018 14:00:00.000,1.23080,1.23237,1.23020,1.23236,17438.9707
05.03.2018 15:00:00.000,1.23230,1.23294,1.23099,1.23272,17310.1602
05.03.2018 16:00:00.000,1.23274,1.23487,1.23202,1.23289,17183.9707
05.03.2018 17:00:00.000,1.23294,1.23403,1.23229,1.23341,12733.3301
05.03.2018 18:00:00.000,1.23341,1.23354,1.23217,1.23249,9423.0703
05.03.2018 19:00:00.000,1.23249,1.23341,1.23223,1.23253,8238.21
05.03.2018 20:00:00.000,1.23255,1.23387,1.23224,1.23382,7506.48
05.03.2018 21:00:00.000,1.23380,1.23380,1.23335,1.23356,3602.6299
05.03.2018 22:00:00.000,1.23356,1.23380,1.23319,1.23339,2646.1101
05.03.2018 23:00:00.000,1.23340,1.23394,1.23337,1.23365,3914.23
06.03.2018 00:00:00.000,1.23365,1.23561,1.23349,1.23498,8510.9297
06.03.2018 01:00:00.000,1.23498,1.23629,1.23487,1.23557,10190.8496
